# #RA		DEC	J2000	Degrees
 0.0088020	63.4630780
 0.0186030	58.9091490
 0.0517870	55.4108620
 0.0817870	65.0452580
 0.0838740	56.2102240
 0.0974200	64.9613720
 0.1195030	55.8400040
 0.1279640	56.1007880
 0.1299970	15.2716650
 0.1424560	58.9193080
 0.1440170	15.6454300
 0.1938850	64.3705220
 0.2030370	56.7842060
 0.2078210	59.1465340
 0.2184890	57.1370930
 0.2204070	63.5344090
 0.2224850	70.7870330
 0.2522680	55.6472020
 0.2810410	64.7547230
 0.2898230	57.5278020
 0.3068410	64.8751680
 0.3193470	15.3927080
 0.3295170	65.1303710
 0.3373830	74.7984390
 0.3387810	70.6982730
 0.3516300	62.8744620
 0.3540510	62.4982030
 0.3583080	70.1812900
 0.3642510	64.5674820
 0.3680830	56.7480010
 0.3743500	70.8804860
 0.3989070	70.4728850
 0.4016100	 0.2359540
 0.4111620	56.0499270
 0.4125030	62.7750360
 0.4125710	16.9776880
 0.4295060	63.6816140
 0.4437780	70.1591190
 0.4467650	56.0929910
 0.4684620	59.5033420
 0.5144390	75.2279360
 0.5203960	15.0377180
 0.5210700	58.9227750
 0.5296150	58.0188600
 0.5378470	56.7307660
 0.5386760	70.2891390
 0.5772900	55.9343490
 0.5964410	59.5544820
 0.5973860	64.9938510
 0.6002660	16.4272990
 0.6012260	16.9140070
 0.6091130	70.6896740
 0.6200590	64.1340030
 0.6409320	62.3227580
 0.6430340	64.4994130
 0.6674120	62.5349880
 0.6882210	71.3846740
 0.6949030	 1.4650730
 0.7037200	62.9939190
 0.7328080	58.8243900
 0.7420280	64.6942370
 0.7482160	64.3743290
 0.7567460	74.3250050
 0.7599460	56.7885740
 0.7821310	69.6894530
 0.7962860	56.2036400
 0.8002630	57.7217290
 0.8065040	57.5663720
 0.8112910	69.9533160
 0.8147440	15.9398570
 0.8179960	 0.7065130
 0.8537700	56.9402120
 0.8580290	64.2985080
 0.8643000	55.9558720
 0.9203620	70.7167430
 0.9237240	56.9747920
 0.9254220	73.2095340
 0.9415250	71.1187740
 0.9596420	64.6011200
 0.9680330	64.8698580
 0.9762530	57.7946400
 1.0017680	56.1348720
 1.0252650	 1.5190200
 1.0291770	56.1921200
 1.0467410	71.1252370
 1.0562440	 0.6466790
 1.0573730	15.7388120
 1.0626070	56.2481120
 1.0780670	56.1602550
 1.0926530	73.8720020
 1.0960680	56.2415350
 1.1081790	70.1996310
 1.1423080	71.3387990
 1.1519350	16.2976890
 1.2246700	73.3851240
 1.2494030	70.9432600
 1.2551570	-0.1881970
 1.2754970	74.1052170
 1.3204700	 0.1281460
 1.3746400	75.4642720
 1.3917120	74.5854340
 1.5007750	73.3582530
 1.5171350	73.7654880
 1.5216950	70.5924300
 1.5406300	75.2960280
 1.5575070	73.8120960
 1.6244130	58.2019040
 1.6285410	73.2867430
 1.6324080	 1.6429690
 1.6485100	69.6920010
 1.6955500	75.1424180
 1.7251690	69.4490050
 1.7443260	 1.7774660
 1.7627040	59.2864460
 1.7982560	74.0835650
 1.7989390	58.6891860
 1.8292920	58.8983080
 1.8379370	 0.2668230
 1.8472930	58.8719370
 1.8629210	57.4116290
 1.8652240	58.6115610
 1.8678200	71.6418530
 1.8783380	59.2197460
 1.8819620	74.1103210
 1.9121400	71.5510250
 1.9151520	70.3251190
 1.9152540	58.5189060
 1.9211900	71.6522290
 1.9234610	75.7505490
 1.9558740	69.5978160
 2.0289310	74.2011110
 2.0356560	71.5701830
 2.0538700	58.0052150
 2.0727100	73.8857420
 2.0742910	58.7850070
 2.0744820	73.6384890
 2.0995060	71.4615250
 2.1250310	74.4955900
 2.1548090	75.9609450
 2.2476760	70.2976760
 2.2979010	65.9769210
 2.3043230	74.9631120
 2.3246100	75.6014480
 2.3283300	71.9899060
 2.3961360	66.1574630
 2.4243970	58.5434720
 2.4269790	58.6421130
 2.4329890	74.5642700
 2.4419560	71.9007420
 2.4548320	58.5291400
 2.4697040	71.3275990
 2.5129910	58.9461140
 2.5608810	67.3977890
 2.5618000	73.8372040
 2.5626030	65.9424060
 2.6023990	70.3946530
 2.6262580	65.8927310
 2.6351870	73.5796510
 2.6713720	57.6124950
 2.7213840	69.6191640
 2.7524120	75.2843700
 2.7546140	76.0744250
 2.7756380	74.5936660
 2.7845070	74.8604200
 2.7933880	 1.6283870
 2.7973800	73.4231640
 2.8097940	74.5326000
 2.8189390	75.5283810
 2.8635680	58.4958720
 2.9559020	73.6204910
 2.9746680	70.0196610
 2.9997950	 0.4628920
 3.0212840	73.5829930
 3.0597070	74.2067490
 3.0989790	74.6658480
 3.1215260	70.6129990
 3.1222400	73.5045620
 3.1501590	73.9006270
 3.1706110	75.9222260
 3.2161000	73.7428970
 3.2175330	67.4001920
 3.2554480	74.2629550
 3.2860570	75.2008440
 3.2992920	70.6578900
 3.3272200	74.0566330
 3.3349860	63.1836930
 3.3383370	62.9265370
 3.3517790	71.0419310
 3.3527190	74.8036350
 3.3544980	74.8488850
 3.3736550	75.8433380
 3.4179570	74.0163350
 3.4504020	66.4409560
 3.4648180	69.8723070
 3.4719720	74.4080580
 3.5075850	62.5584790
 3.5208120	70.5790560
 3.5236570	73.5423430
 3.5256580	67.5305860
 3.5333530	65.9328990
 3.5432960	67.6040800
 3.5463840	66.0078890
 3.5626540	72.0009920
 3.6221740	63.3570250
 3.6308260	73.3494190
 3.6399580	73.5613940
 3.6499840	75.9316860
 3.6507280	73.5371930
 3.6686810	66.5608440
 3.6708210	73.2412030
 3.7017140	67.3205410
 3.7385490	62.0025410
 3.7502400	71.9057240
 3.7768840	72.1278310
 3.7899680	67.1721500
 3.8039850	65.5013280
 3.8510950	67.4728850
 3.8982580	63.3229260
 3.9078120	66.4119260
 3.9337530	71.3590620
 3.9447040	62.9833910
 3.9872590	63.5300560
 4.0225900	62.3241080
 4.0263630	62.5642360
 4.0430700	66.3215790
 4.0572940	62.5814130
 4.0766650	65.4249190
 4.1026910	71.3828510
 4.1276740	69.2609180
 4.1303300	67.4190600
 4.1384620	61.9492230
 4.1419500	70.5327000
 4.1526000	62.4914320
 4.1528440	63.2084310
 4.2251890	69.8277820
 4.2305370	71.8557430
 4.2321310	70.9860610
 4.2434460	62.6725230
 4.2668530	69.5467830
 4.2767850	63.2702450
 4.2840300	66.2755810
 4.2955490	67.8706360
 4.3105250	66.3200450
 4.3144200	71.9998250
 4.3335880	63.5775180
 4.3756940	70.1082310
 4.4027610	71.3523180
 4.4067790	62.8210180
 4.4100430	62.6881070
 4.4201680	70.7396390
 4.4897390	65.6595920
 4.5243250	66.6786650
 4.5403730	71.4162980
 4.5606790	59.2543600
 4.5748940	63.1218380
 4.5917350	67.0158080
 4.6189840	59.0958100
 4.6590270	58.4659650
 4.6609510	58.5728150
 4.6773230	59.4504090
 4.6799050	58.3506010
 4.7238390	59.3882220
 4.7253830	62.6243520
 4.7313000	65.4079670
 4.7342130	66.7898250
 4.7557520	67.0109180
 4.7625120	67.7662580
 4.8508050	58.9166410
 4.8778630	61.6315570
 4.9062830	59.1955830
 4.9084400	65.6248170
 4.9198580	59.6482050
 4.9207670	62.0526960
 4.9317310	65.2900310
 4.9557570	65.5146560
 4.9778250	69.9049150
 4.9859880	62.3438490
 5.0023640	66.3228760
 5.0077020	62.6434970
 5.0189580	57.9359250
 5.0240970	58.6416280
 5.0355220	65.6034240
 5.0818610	59.0564840
 5.0941940	62.0508840
 5.1114020	58.8687100
 5.1216250	63.4718700
 5.1230380	61.5413510
 5.1287750	58.5567550
 5.1333180	63.3430210
 5.1615950	62.8926390
 5.1746970	69.3310470
 5.1769890	61.5373690
 5.1845940	70.7288670
 5.1851630	58.7883420
 5.1948360	62.6853980
 5.2004130	59.4693950
 5.2273340	70.1528930
 5.2342040	66.1411290
 5.2597150	58.8339230
 5.2607000	54.6510700
 5.2686850	58.3317720
 5.2814430	67.9803770
 5.2825830	54.7570610
 5.2854790	59.3271870
 5.2987680	62.3562580
 5.3030280	67.6823880
 5.3513470	58.5760350
 5.3528750	69.4132080
 5.3720270	66.5092850
 5.4229310	54.4270100
 5.4478290	66.2593150
 5.4594330	66.3853300
 5.4701140	54.3473210
 5.4965240	63.9847910
 5.5143560	67.1653750
 5.5148590	58.6636160
 5.5403450	71.2599410
 5.5479850	65.5195920
 5.5517690	54.8206410
 5.5557070	58.3794290
 5.5722390	63.4261130
 5.5831720	54.1277050
 5.6049410	58.2994190
 5.6156700	67.9928440
 5.6373760	64.1637570
 5.6413610	61.8137590
 5.6431470	67.9808270
 5.6530890	62.1267550
 5.6775090	70.3551710
 5.6793040	62.1596030
 5.6951160	55.5994910
 5.7130340	71.0174410
 5.7143340	71.4514540
 5.7157700	67.0085530
 5.7294680	62.0713080
 5.7348330	58.6451990
 5.7404400	66.2318120
 5.7434830	70.9146350
 5.7468930	62.9511530
 5.7476720	54.8567890
 5.7600150	63.3334620
 5.7629470	84.1647190
 5.7674320	66.2112660
 5.7678660	57.9862940
 5.7701900	54.3163640
 5.7736090	59.2516710
 5.7791170	69.5707780
 5.7856740	59.1613080
 5.7878220	59.6253780
 5.7956740	64.0932540
 5.7983660	67.5823140
 5.8298640	54.7593730
 5.8330850	55.6549300
 5.8334560	57.8597410
 5.8362300	55.6699180
 5.8410250	69.7748790
 5.8479730	54.1290280
